iter,case,idx,triplet_idx,raw_relation,is_new_relation,relation_status,cumulative_relations_after_event
iter0,case1_name_only,22,0,foundingDate,True,new,48
iter0,case1_name_only,22,1,isA,False,reused,48
iter0,case1_name_only,22,2,makes,True,new,49
iter0,case1_name_only,22,3,sells,True,new,50
iter0,case1_name_only,23,0,country,False,reused,50
iter0,case1_name_only,23,1,isPartOf,False,reused,50
iter0,case1_name_only,23,2,address,False,reused,50
iter0,case1_name_only,23,3,architect,False,reused,50
iter0,case1_name_only,24,0,isA,False,reused,50
iter0,case1_name_only,24,1,ingredients,True,new,51
iter0,case1_name_only,24,2,inhabitant,True,new,52
iter0,case1_name_only,24,3,currency,True,new,53
iter0,case1_name_only,25,0,dateOfBirth,True,new,54
iter0,case1_name_only,25,1,nationality,False,reused,54
iter0,case1_name_only,25,2,occupation,False,reused,54
iter0,case1_name_only,25,3,mission,True,new,55
iter0,case1_name_only,25,4,mission,False,reused,55
iter0,case1_name_only,26,0,region,True,new,56
iter0,case1_name_only,26,1,servedAs,False,reused,56
iter0,case1_name_only,26,2,currency,False,reused,56
iter0,case1_name_only,27,0,location,False,reused,56
iter0,case1_name_only,27,1,mainProduct,True,new,57
iter0,case1_name_only,27,2,produces,True,new,58
iter0,case1_name_only,28,0,bornIn,False,reused,58
iter0,case1_name_only,28,1,nationality,False,reused,58
iter0,case1_name_only,28,2,spouse,True,new,59
iter0,case1_name_only,28,3,officeHolder,True,new,60
iter0,case1_name_only,28,4,deathPlace,True,new,61
iter0,case1_name_only,29,0,foundingDate,False,reused,61
iter0,case1_name_only,29,1,country,False,reused,61
iter0,case1_name_only,29,2,corporateForm,True,new,62
iter0,case1_name_only,29,3,managerTitle,True,new,63
iter0,case1_name_only,30,0,bornOn,True,new,64
iter0,case1_name_only,30,1,memberOf,True,new,65
iter0,case1_name_only,30,2,memberOf,False,reused,65
iter0,case1_name_only,31,0,isA,False,reused,65
iter0,case1_name_only,31,1,populationMetro,True,new,66
iter0,case1_name_only,31,2,populationDensity,False,reused,66
iter0,case1_name_only,31,3,governmentType,False,reused,66
iter0,case1_name_only,31,4,leaderTitle,False,reused,66
iter0,case1_name_only,32,0,firstAired,False,reused,66
iter0,case1_name_only,32,1,broadcastedBy,False,reused,66
iter0,case1_name_only,33,0,discoveredBy,True,new,67
iter0,case1_name_only,33,1,discoveryDate,True,new,68
iter0,case1_name_only,33,2,rotationPeriod,True,new,69
iter0,case1_name_only,33,3,orbitalPeriod,True,new,70
iter0,case1_name_only,33,4,apoapsis,True,new,71
iter0,case1_name_only,33,5,absoluteMagnitude,True,new,72
iter0,case1_name_only,34,0,bornIn,False,reused,72
iter0,case1_name_only,34,1,birthYear,True,new,73
iter0,case1_name_only,34,2,deathPlace,False,reused,73
iter0,case1_name_only,35,0,nationality,False,reused,73
iter0,case1_name_only,35,1,diedIn,False,reused,73
iter0,case1_name_only,36,0,studiesAt,True,new,74
iter0,case1_name_only,37,0,isPartOf,False,reused,74
iter0,case1_name_only,37,1,leaderTitle,False,reused,74
iter0,case1_name_only,37,2,populationMetro,False,reused,74
iter0,case1_name_only,37,3,populationDensity,False,reused,74
iter0,case1_name_only,38,0,currentTenants,False,reused,74
iter0,case1_name_only,38,1,address,False,reused,74
iter0,case1_name_only,38,2,owner,True,new,75
iter0,case1_name_only,38,3,location,False,reused,75
iter0,case1_name_only,39,0,isPartOf,False,reused,75
iter0,case1_name_only,39,1,firstProducedOn,True,new,76
iter0,case1_name_only,39,2,lastProducedOn,True,new,77
iter0,case1_name_only,39,3,assemblyLineLocation,True,new,78
iter0,case1_name_only,40,0,operator,True,new,79
iter0,case1_name_only,40,1,location,False,reused,79
iter0,case1_name_only,40,2,runwayName,True,new,80
iter0,case1_name_only,40,3,length,False,reused,80
iter0,case1_name_only,40,4,location,False,reused,80
iter0,case1_name_only,41,0,operatedBy,False,reused,80
iter0,case1_name_only,41,1,location,False,reused,80
iter0,case1_name_only,41,2,runwayLength,False,reused,80
iter0,case1_name_only,41,3,altitudeAboveSeaLevel,False,reused,80
iter0,case1_name_only,42,0,team,True,new,81
iter0,case1_name_only,42,1,currentTeam,True,new,82
iter0,case1_name_only,43,0,location,False,reused,82
iter0,case1_name_only,44,0,country,False,reused,82
iter0,case1_name_only,44,1,leaderTitle,False,reused,82
iter0,case1_name_only,45,0,location,False,reused,82
iter0,case1_name_only,45,1,altitudeAboveSeaLevel,False,reused,82
iter0,case1_name_only,45,2,operator,False,reused,82
iter0,case1_name_only,45,3,location,False,reused,82
iter0,case1_name_only,45,4,country,False,reused,82
iter0,case1_name_only,45,5,runwayName,False,reused,82
iter0,case1_name_only,45,6,runwayLength,False,reused,82
iter0,case1_name_only,46,0,dateOfBirth,False,reused,82
iter0,case1_name_only,46,1,weight,True,new,83
iter0,case1_name_only,47,0,location,False,reused,83
iter0,case1_name_only,47,1,country,False,reused,83
iter0,case1_name_only,47,2,address,False,reused,83
iter0,case1_name_only,47,3,address,False,reused,83
iter0,case1_name_only,47,4,constructedBy,True,new,84
iter0,case1_name_only,47,5,constructionPeriod,True,new,85
iter0,case1_name_only,48,0,established,True,new,86
iter0,case1_name_only,48,1,location,False,reused,86
iter0,case1_name_only,48,2,has,True,new,87
iter0,case1_name_only,48,3,isLocatedIn,True,new,88
iter0,case1_name_only,48,4,isCategorizedAs,True,new,89
iter0,case1_name_only,48,5,isPartOf,False,reused,89
iter0,case1_name_only,49,0,dateOfBirth,False,reused,89
iter0,case1_name_only,49,1,bornIn,False,reused,89
iter0,case1_name_only,49,2,discoveredBy,False,reused,89
iter0,case1_name_only,49,3,orbitalPeriod,False,reused,89
iter0,case1_name_only,49,4,periapsis,True,new,90
iter0,case1_name_only,50,0,isA,False,reused,90
iter0,case1_name_only,50,1,playsInstrument,True,new,91
iter0,case1_name_only,50,2,isMemberOf,True,new,92
iter0,case1_name_only,51,0,operates,True,new,93
iter0,case1_name_only,51,1,isBasedIn,True,new,94
iter0,case1_name_only,51,2,runwayLength,False,reused,94
iter0,case1_name_only,51,3,altitudeAboveSeaLevel,False,reused,94
iter0,case1_name_only,52,0,diedIn,False,reused,94
iter0,case1_name_only,52,1,placeOfOrigin,True,new,95
iter0,case1_name_only,53,0,bornIn,False,reused,95
iter0,case1_name_only,53,1,dateOfBirth,False,reused,95
iter0,case1_name_only,53,2,education,True,new,96
iter0,case1_name_only,53,3,receivedAward,True,new,97
iter0,case1_name_only,54,0,bornIn,False,reused,97
iter0,case1_name_only,54,1,ethnicGroup,False,reused,97
iter0,case1_name_only,54,2,spouse,False,reused,97
iter0,case1_name_only,55,0,location,False,reused,97
iter0,case1_name_only,55,1,address,False,reused,97
iter0,case1_name_only,56,0,operates,False,reused,97
iter0,case1_name_only,56,1,operatedBy,False,reused,97
iter0,case1_name_only,56,2,locationElevation,True,new,98
iter0,case1_name_only,56,3,runwayLength,False,reused,98
iter0,case1_name_only,57,0,foundingDate,False,reused,98
iter0,case1_name_only,57,1,corporateForm,False,reused,98
iter0,case1_name_only,58,0,foundIn,False,reused,98
iter0,case1_name_only,58,1,region,False,reused,98
iter0,case1_name_only,58,2,region,False,reused,98
iter0,case1_name_only,58,3,currency,False,reused,98
iter0,case1_name_only,58,4,ethnicGroup,False,reused,98
iter0,case1_name_only,59,0,runwayName,False,reused,98
iter0,case1_name_only,59,1,operatedBy,False,reused,98
iter0,case1_name_only,60,0,productionStartYear,True,new,99
iter0,case1_name_only,60,1,productionEndYear,True,new,100
iter0,case1_name_only,60,2,assemblyLineLocation,False,reused,100
iter0,case1_name_only,60,3,isPartOf,False,reused,100
iter0,case1_name_only,61,0,leaderTitle,False,reused,100
iter0,case1_name_only,61,1,timezone,True,new,101
iter0,case1_name_only,62,0,isA,False,reused,101
iter0,case1_name_only,62,1,founder,True,new,102
iter0,case1_name_only,63,0,studiesAt,False,reused,102
iter0,case1_name_only,64,0,periapsis,False,reused,102
iter0,case1_name_only,64,1,epoch,True,new,103
iter0,case1_name_only,64,2,rotationPeriod,False,reused,103
iter0,case1_name_only,65,0,length,False,reused,103
iter0,case1_name_only,65,1,powerType,False,reused,103
iter0,case1_name_only,65,2,engineType,True,new,104
iter0,case1_name_only,66,0,numberOfStudents,True,new,105
iter0,case1_name_only,66,1,location,False,reused,105
iter0,case1_name_only,66,2,numberOfStudents,False,reused,105
iter0,case1_name_only,66,3,postgraduateStudents,True,new,106
iter0,case1_name_only,66,4,postgraduateStudents,False,reused,106
iter0,case1_name_only,66,5,staffMembers,True,new,107
iter0,case1_name_only,67,0,type,False,reused,107
iter0,case1_name_only,67,1,foundIn,False,reused,107
iter0,case1_name_only,67,2,canBeVaryWith,True,new,108
iter0,case1_name_only,67,3,inhabitants,True,new,109
iter0,case1_name_only,67,4,currency,False,reused,109
iter0,case1_name_only,68,0,bornIn,False,reused,109
iter0,case1_name_only,68,1,mission,False,reused,109
iter0,case1_name_only,69,0,bornIn,False,reused,109
iter0,case1_name_only,69,1,dateOfBirth,False,reused,109
iter0,case1_name_only,69,2,isA,False,reused,109
iter0,case1_name_only,69,3,wasMemberOf,True,new,110
iter0,case1_name_only,69,4,retiredOn,True,new,111
iter0,case1_name_only,69,5,deathPlace,False,reused,111
iter0,case1_name_only,70,0,location,False,reused,111
iter0,case1_name_only,70,1,enrollment,True,new,112
iter0,case1_name_only,71,0,operatedBy,False,reused,112
iter0,case1_name_only,71,1,altitudeAboveSeaLevel,False,reused,112
iter0,case1_name_only,71,2,location,False,reused,112
iter0,case1_name_only,72,0,author,True,new,113
iter0,case1_name_only,72,1,numberOfPages,True,new,114
iter0,case1_name_only,73,0,leaderTitle,False,reused,114
iter0,case1_name_only,73,1,elevationAboveSeaLevel,True,new,115
iter0,case1_name_only,73,2,populationDensity,False,reused,115
iter0,case1_name_only,73,3,timeZone,True,new,116
iter0,case1_name_only,73,4,isPartOf,False,reused,116
iter0,case1_name_only,73,5,country,False,reused,116
iter0,case1_name_only,74,0,areaCode,True,new,117
iter0,case1_name_only,75,0,isPartOf,False,reused,117
iter0,case1_name_only,75,1,isPartOf,False,reused,117
iter0,case1_name_only,75,2,populationDensity,False,reused,117
iter0,case1_name_only,75,3,timeZone,False,reused,117
iter0,case1_name_only,75,4,elevationAboveSeaLevel,False,reused,117
iter0,case1_name_only,75,5,leaderTitle,False,reused,117
iter0,case1_name_only,76,0,numberOfMembers,False,reused,117
iter0,case1_name_only,76,1,league,False,reused,117
iter0,case1_name_only,76,2,league,False,reused,117
iter0,case1_name_only,76,3,wonLeague,True,new,118
iter0,case1_name_only,77,0,bornIn,False,reused,118
iter0,case1_name_only,77,1,dateOfBirth,False,reused,118
iter0,case1_name_only,78,0,locationRelation,True,new,119
iter0,case1_name_only,78,1,locationRelation,False,reused,119
iter0,case1_name_only,78,2,location,False,reused,119
iter0,case1_name_only,79,0,governmentType,False,reused,119
iter0,case1_name_only,79,1,leaderTitle,False,reused,119
iter0,case1_name_only,80,0,discoveredBy,False,reused,119
iter0,case1_name_only,80,1,discoveryDate,False,reused,119
iter0,case1_name_only,80,2,absoluteMagnitude,False,reused,119
iter0,case1_name_only,80,3,orbitalPeriod,False,reused,119
iter0,case1_name_only,80,4,apoapsis,False,reused,119
iter0,case1_name_only,81,0,location,False,reused,119
iter0,case1_name_only,82,0,ground,False,reused,119
iter0,case1_name_only,82,1,numberOfMembers,False,reused,119
iter0,case1_name_only,82,2,league,False,reused,119
iter0,case1_name_only,82,3,year,True,new,120
iter0,case1_name_only,82,4,country,False,reused,120
iter0,case1_name_only,82,5,isChampion,True,new,121
iter0,case1_name_only,83,0,location,False,reused,121
iter0,case1_name_only,83,1,operatedBy,False,reused,121
iter0,case1_name_only,83,2,locatedAboveSeaLevel,True,new,122
iter0,case1_name_only,83,3,runwayName,False,reused,122
iter0,case1_name_only,83,4,runwayLength,False,reused,122
iter0,case1_name_only,84,0,location,False,reused,122
iter0,case1_name_only,84,1,operator,False,reused,122
iter0,case1_name_only,84,2,location,False,reused,122
iter0,case1_name_only,84,3,runwayLength,False,reused,122
iter0,case1_name_only,85,0,location,False,reused,122
iter0,case1_name_only,85,1,sells,False,reused,122
iter0,case1_name_only,85,2,earnings,True,new,123
iter0,case1_name_only,85,3,hasSubsidiary,True,new,124
iter0,case1_name_only,86,0,ethnicGroup,False,reused,124
iter0,case1_name_only,87,0,periapsis,False,reused,124
iter0,case1_name_only,87,1,apoapsis,False,reused,124
iter0,case1_name_only,87,2,epoch,False,reused,124
iter0,case1_name_only,88,0,numberOfMembers,False,reused,124
iter0,case1_name_only,88,1,league,False,reused,124
iter0,case1_name_only,88,2,country,False,reused,124
iter0,case1_name_only,88,3,homeGround,True,new,125
iter0,case1_name_only,88,4,nickname,True,new,126
iter0,case1_name_only,88,5,previousChampion,True,new,127
iter0,case1_name_only,89,0,creator,False,reused,127
iter0,case1_name_only,89,1,broadcastedBy,False,reused,127
iter0,case1_name_only,90,0,currentTeam,False,reused,127
iter0,case1_name_only,90,1,height,True,new,128
iter0,case1_name_only,90,2,previousTeam,True,new,129
iter0,case1_name_only,90,3,previousRole,True,new,130
iter0,case1_name_only,91,0,creator,False,reused,130
iter0,case1_name_only,91,1,starring,True,new,131
iter0,case1_name_only,91,2,network,True,new,132
iter0,case1_name_only,91,3,genre,True,new,133
iter0,case1_name_only,92,0,operates,False,reused,133
iter0,case1_name_only,92,1,runwayLength,False,reused,133
iter0,case1_name_only,92,2,serves,True,new,134
iter0,case1_name_only,93,0,nationality,False,reused,134
iter0,case1_name_only,93,1,dateOfBirth,False,reused,134
iter0,case1_name_only,93,2,bornIn,False,reused,134
iter0,case1_name_only,93,3,attendedSchool,True,new,135
iter0,case1_name_only,93,4,deathDate,True,new,136
iter0,case1_name_only,93,5,diedIn,False,reused,136
iter0,case1_name_only,94,0,utcOffset,False,reused,136
iter0,case1_name_only,95,0,playedFor,True,new,137
iter0,case1_name_only,95,1,homeGround,False,reused,137
iter0,case1_name_only,95,2,currentlyPlaysFor,True,new,138
iter0,case1_name_only,96,0,utcOffset,False,reused,138
iter0,case1_name_only,96,1,populationDensity,False,reused,138
iter0,case1_name_only,97,0,broadcastedBy,False,reused,138
iter0,case1_name_only,97,1,broadcastedBy,False,reused,138
iter0,case1_name_only,98,0,location,False,reused,138
iter0,case1_name_only,98,1,address,False,reused,138
iter0,case1_name_only,99,0,operatedBy,False,reused,138
iter0,case1_name_only,99,1,location,False,reused,138
iter0,case1_name_only,99,2,locationElevation,False,reused,138
iter0,case1_name_only,99,3,headquartersLocation,True,new,139
iter0,case1_name_only,100,0,genre,False,reused,139
iter0,case1_name_only,100,1,author,False,reused,139
iter0,case1_name_only,100,2,publisher,True,new,140
iter0,case1_name_only,100,3,precedes,True,new,141
iter0,case1_name_only,100,4,precedes,False,reused,141
iter0,case1_name_only,101,0,currentlyPlaysFor,False,reused,141
iter0,case1_name_only,101,1,youthClub,True,new,142
iter0,case1_name_only,102,0,location,False,reused,142
iter0,case1_name_only,102,1,areaCode,False,reused,142
iter0,case1_name_only,103,0,epoch,False,reused,142
iter0,case1_name_only,103,1,rotation_period,True,new,143
iter0,case1_name_only,103,2,periapsis,False,reused,143
iter0,case1_name_only,104,0,containsSettlement,True,new,144
iter0,case1_name_only,104,1,established,False,reused,144
iter0,case1_name_only,104,2,category,True,new,145
iter0,case1_name_only,104,3,southeast_of,True,new,146
iter0,case1_name_only,105,0,builder,True,new,147
iter0,case1_name_only,106,0,isPartOf,False,reused,147
iter0,case1_name_only,106,1,elevationAboveSeaLevel,False,reused,147
iter0,case1_name_only,106,2,utcOffset,False,reused,147
iter0,case1_name_only,106,3,leaderTitle,False,reused,147
iter0,case1_name_only,107,0,location,False,reused,147
iter0,case1_name_only,107,1,category,False,reused,147
iter0,case1_name_only,107,2,municipality,False,reused,147
iter0,case1_name_only,107,3,established,False,reused,147
iter0,case1_name_only,107,4,isLocatedIn,False,reused,147
iter0,case1_name_only,107,5,toTheSouthEastOf,True,new,148
iter0,case1_name_only,108,0,nationality,False,reused,148
iter0,case1_name_only,108,1,occupation,False,reused,148
iter0,case1_name_only,108,2,genre,False,reused,148
iter0,case1_name_only,108,3,associatedBand,True,new,149
iter0,case1_name_only,109,0,absoluteMagnitude,False,reused,149
iter0,case1_name_only,109,1,orbitalPeriod,False,reused,149
iter0,case1_name_only,109,2,rotationalPeriod,True,new,150
iter0,case1_name_only,109,3,apoapsis,False,reused,150
iter0,case1_name_only,109,4,periapsis,False,reused,150
iter0,case1_name_only,109,5,epoch,False,reused,150
iter0,case1_name_only,110,0,isA,False,reused,150
iter0,case1_name_only,110,1,location,False,reused,150
iter0,case1_name_only,110,2,leaderTitle,False,reused,150
iter0,case1_name_only,111,0,parent,True,new,151
iter0,case1_name_only,111,1,actedIn,True,new,152
iter0,case1_name_only,111,2,firstAired,False,reused,152
iter0,case1_name_only,111,3,broadcastedBy,False,reused,152
iter0,case1_name_only,111,4,headquarters,True,new,153
iter0,case1_name_only,112,0,owns,False,reused,153
iter0,case1_name_only,112,1,address,False,reused,153
iter0,case1_name_only,112,2,location,False,reused,153
iter0,case1_name_only,112,3,completionDate,True,new,154
iter0,case1_name_only,112,4,architect,False,reused,154
iter0,case1_name_only,112,5,startDateConstruction,True,new,155
iter0,case1_name_only,113,0,runwayLength,False,reused,155
iter0,case1_name_only,113,1,operatedBy,False,reused,155
iter0,case1_name_only,114,0,isA,False,reused,155
iter0,case1_name_only,114,1,location,False,reused,155
iter0,case1_name_only,114,2,foundingPlace,True,new,156
iter0,case1_name_only,114,3,founded,True,new,157
iter0,case1_name_only,114,4,numberOfEmployees,True,new,158
iter0,case1_name_only,115,0,productionEndYear,False,reused,158
iter0,case1_name_only,116,0,author,False,reused,158
iter0,case1_name_only,116,1,precedes,False,reused,158
iter0,case1_name_only,117,0,location,False,reused,158
iter0,case1_name_only,117,1,revenue,True,new,159
iter0,case1_name_only,117,2,hasSubsidiary,False,reused,159
iter0,case1_name_only,118,0,numberOfUndergraduateStudents,True,new,160
iter0,case1_name_only,118,1,location,False,reused,160
iter0,case1_name_only,119,0,location,False,reused,160
iter0,case1_name_only,119,1,operator,False,reused,160
iter0,case1_name_only,119,2,location,False,reused,160
iter0,case1_name_only,119,3,runwayName,False,reused,160
iter0,case1_name_only,119,4,runwayLength,False,reused,160
iter0,case1_name_only,120,0,foundedBy,True,new,161
iter0,case1_name_only,121,0,diedIn,False,reused,161
iter0,case1_name_only,122,0,runwaySurface,True,new,162
iter0,case1_name_only,122,1,runwayName,False,reused,162
iter0,case1_name_only,122,2,runwayLength,False,reused,162
iter0,case1_name_only,122,3,serves,False,reused,162
iter0,case1_name_only,122,4,locationElevation,False,reused,162
iter0,case1_name_only,123,0,isA,False,reused,162
iter0,case1_name_only,123,1,genre,False,reused,162
iter0,case1_name_only,124,0,starring,False,reused,162
iter0,case1_name_only,124,1,airedOn,True,new,163
iter0,case1_name_only,124,2,firstAired,False,reused,163
iter0,case1_name_only,124,3,headquarters,False,reused,163
iter0,case1_name_only,125,0,tookPartIn,True,new,164
iter0,case1_name_only,125,1,nationality,False,reused,164
iter0,case1_name_only,126,0,mainProduct,False,reused,164
iter0,case1_name_only,127,0,engineType,False,reused,164
iter0,case1_name_only,127,1,length,False,reused,164
iter0,case1_name_only,128,0,ground,False,reused,164
iter0,case1_name_only,128,1,numberOfMembers,False,reused,164
iter0,case1_name_only,128,2,location,False,reused,164
iter0,case1_name_only,128,3,league,False,reused,164
iter0,case1_name_only,128,4,country,False,reused,164
iter0,case1_name_only,128,5,yearInLeague,True,new,165
iter0,case1_name_only,128,6,winLeague,True,new,166
iter0,case1_name_only,129,0,category,False,reused,166
iter0,case1_name_only,129,1,location,False,reused,166
iter0,case1_name_only,129,2,toTheSouthEastOf,False,reused,166
iter0,case1_name_only,129,3,toTheSouthEastOf,False,reused,166
iter0,case1_name_only,129,4,toTheSouthEastOf,False,reused,166
iter0,case1_name_only,130,0,bornIn,False,reused,166
iter0,case1_name_only,130,1,dateOfBirth,False,reused,166
iter0,case1_name_only,131,0,location,False,reused,166
iter0,case1_name_only,131,1,isAssociatedWith,True,new,167
iter0,case1_name_only,131,2,director,True,new,168
iter0,case1_name_only,131,3,location,False,reused,168
iter0,case1_name_only,131,4,awardedTechnicalCampusStatusTo,True,new,169
iter0,case1_name_only,132,0,serves,False,reused,169
iter0,case1_name_only,132,1,operatingOrganization,True,new,170
iter0,case1_name_only,132,2,locationElevation,False,reused,170
iter0,case1_name_only,132,3,runwayLength,False,reused,170
iter0,case1_name_only,133,0,isAffiliatedTo,True,new,171
iter0,case1_name_only,133,1,location,False,reused,171
iter0,case1_name_only,134,0,bornOn,False,reused,171
iter0,case1_name_only,134,1,currentTeam,False,reused,171
iter0,case1_name_only,134,2,previousTeam,False,reused,171
iter0,case1_name_only,134,3,location,False,reused,171
iter0,case1_name_only,135,0,epoch,False,reused,171
iter0,case1_name_only,135,1,periapsis,False,reused,171
iter0,case1_name_only,135,2,orbital_period,True,new,172
iter0,case1_name_only,136,0,totalNumberOfStudents,True,new,173
iter0,case1_name_only,136,1,undergraduateStudentCount,True,new,174
iter0,case1_name_only,137,0,productionLocation,True,new,175
iter0,case1_name_only,137,1,productionEndYear,False,reused,175
iter0,case1_name_only,138,0,location,False,reused,175
iter0,case1_name_only,138,1,category,False,reused,175
iter0,case1_name_only,138,2,municipality,False,reused,175
iter0,case1_name_only,138,3,establishmentYear,True,new,176
iter0,case1_name_only,138,4,neighbor,True,new,177
iter0,case1_name_only,139,0,location,False,reused,177
iter0,case1_name_only,139,1,country,False,reused,177
iter0,case1_name_only,139,2,elevationAboveSeaLevel,False,reused,177
iter0,case1_name_only,140,0,affiliation,False,reused,177
iter0,case1_name_only,140,1,established,False,reused,177
iter0,case1_name_only,140,2,address,False,reused,177
iter0,case1_name_only,141,0,dateOfBirth,False,reused,177
iter0,case1_name_only,141,1,weight,False,reused,177
iter0,case1_name_only,141,2,bornIn,False,reused,177
iter0,case1_name_only,143,0,designatedTechnicalCampusStatusTo,True,new,178
iter0,case1_name_only,143,1,address,False,reused,178
iter0,case1_name_only,143,2,country,False,reused,178
iter0,case1_name_only,143,3,director,False,reused,178
iter0,case1_name_only,144,0,operator,False,reused,178
iter0,case1_name_only,144,1,locationElevation,False,reused,178
iter0,case1_name_only,144,2,runwayLength,False,reused,178
iter0,case1_name_only,145,0,assemblyLineLocation,False,reused,178
iter0,case1_name_only,146,0,status,True,new,179
iter0,case1_name_only,146,1,affiliatedWith,True,new,180
iter0,case1_name_only,146,2,director,False,reused,180
iter0,case1_name_only,146,3,bornIn,False,reused,180
iter0,case1_name_only,146,4,address,False,reused,180
iter0,case1_name_only,146,5,location,False,reused,180
iter0,case1_name_only,147,0,ingredients,False,reused,180
iter0,case1_name_only,147,1,ingredients,False,reused,180
iter0,case1_name_only,147,2,ingredients,False,reused,180
iter0,case1_name_only,147,3,ingredients,False,reused,180
iter0,case1_name_only,147,4,ingredient,True,new,181
iter0,case1_name_only,147,5,ingredient,False,reused,181
iter0,case1_name_only,148,0,bornIn,False,reused,181
iter0,case1_name_only,148,1,dateOfBirth,False,reused,181
iter0,case1_name_only,149,0,founded,False,reused,181
iter0,case1_name_only,149,1,netIncome,True,new,182
iter0,case1_name_only,150,0,manufacturer,True,new,183
iter0,case1_name_only,150,1,constructionPeriod,False,reused,183
iter0,case1_name_only,150,2,engineType,False,reused,183
iter0,case1_name_only,150,3,length,False,reused,183
iter0,case1_name_only,151,0,tookPartIn,False,reused,183
iter0,case1_name_only,152,0,isMemberOf,False,reused,183
iter0,case1_name_only,152,1,successor,True,new,184
iter0,case1_name_only,153,0,location,False,reused,184
iter0,case1_name_only,154,0,dateOfBirth,False,reused,184
iter0,case1_name_only,154,1,placeOfBirth,True,new,185
iter0,case1_name_only,154,2,nationality,False,reused,185
iter0,case1_name_only,154,3,serviceBranch,True,new,186
iter0,case1_name_only,154,4,awardedTechnicalCampusStatusTo,False,reused,186
iter0,case1_name_only,154,5,award,True,new,187
